* Measurement data measured by REW V5.20.13
* Source: In 1-2 (MOTU M Series), LINE_IN (Ö÷Òô), L, volume: 0.250
* Format: 256k Log Swept Sine, 1 sweep at 0.0 dBFS with no timing reference
* Dated: 2026-8-4 10:33:04
* REW Settings:
10238.526224 81.485 13.2931
10238.892435 81.485 13.2643
10239.258646 81.485 13.2354
10239.624857 81.486 13.2065
10239.991068 81.486 13.1776
10240.357279 81.486 13.1488
10240.723490 81.486 13.1199
10241.089701 81.486 13.0911
10241.455912 81.487 13.0621
10241.822123 81.487 13.0333
10242.188333 81.487 13.0045
10242.554544 81.487 12.9756
10242.920755 81.487 12.9468
10243.286966 81.488 12.9180
10243.653177 81.488 12.8890
10244.019388 81.488 12.8602
10244.385599 81.488 12.8314
10244.751810 81.488 12.8026
10245.118021 81.488 12.7738
10245.484232 81.489 12.7449
10245.850443 81.489 12.7161
10246.216654 81.489 12.6873
10246.582865 81.489 12.6584
10246.949076 81.489 12.6296
10247.315287 81.489 12.6008
10247.681498 81.490 12.5720
10248.047709 81.490 12.5432
10248.413920 81.490 12.5144
10248.780131 81.490 12.4856
10249.146342 81.490 12.4568
10249.512553 81.490 12.4280
10249.878764 81.491 12.3992
10250.244975 81.491 12.3705
10250.611186 81.491 12.3417
10250.977397 81.491 12.3129
10251.343608 81.491 12.2841
10251.709819 81.491 12.2552
10252.076030 81.491 12.2266
10252.442241 81.492 12.1978
10252.808452 81.492 12.1689
10253.174663 81.492 12.1403
10253.540873 81.492 12.1115
10253.907084 81.492 12.0828
10254.273295 81.492 12.0540
10254.639506 81.492 12.0251
10255.005717 81.492 11.9965
10255.371928 81.493 11.9677
10255.738139 81.493 11.9390
10256.104350 81.493 11.9103
10256.470561 81.493 11.8815
10256.836772 81.493 11.8528
10257.202983 81.493 11.8241
10257.569194 81.493 11.7953
10257.935405 81.493 11.7666
10258.301616 81.494 11.7379
10258.667827 81.494 11.7091
10259.034038 81.494 11.6804
10259.400249 81.494 11.6517
10259.766460 81.494 11.6230
10260.132671 81.494 11.5944
10260.498882 81.494 11.5657
10260.865093 81.494 11.5370
10261.231304 81.494 11.5083
10261.597515 81.494 11.4796
10261.963726 81.494 11.4509
10262.329937 81.495 11.4222
10262.696148 81.495 11.3936
10263.062359 81.495 11.3647
10263.428570 81.495 11.3361
10263.794781 81.495 11.3074
10264.160992 81.495 11.2788
10264.527202 81.495 11.2501
10264.893413 81.495 11.2214
10265.259624 81.495 11.1927
10265.625835 81.495 11.1642
10265.992046 81.495 11.1355
10266.358257 81.495 11.1068
10266.724468 81.496 11.0782
10267.090679 81.496 11.0496
10267.456890 81.496 11.0210
10267.823101 81.496 10.9923
10268.189312 81.496 10.9637
10268.555523 81.496 10.9351
10268.921734 81.496 10.9065
10269.287945 81.496 10.8779
10269.654156 81.496 10.8492
10270.020367 81.496 10.8207
10270.386578 81.496 10.7921
10270.752789 81.496 10.7634
10271.119000 81.496 10.7349
10271.485211 81.496 10.7063
10271.851422 81.496 10.6777
10272.217633 81.496 10.6492
10272.583844 81.496 10.6206
10272.950055 81.496 10.5920
10273.316266 81.496 10.5635
10273.682477 81.496 10.5349
10274.048688 81.496 10.5063
10274.414899 81.496 10.4778
10274.781110 81.497 10.4492
10275.147321 81.497 10.4207
10275.513532 81.497 10.3921
10275.879742 81.497 10.3636
10276.245953 81.497 10.3351
10276.612164 81.497 10.3065
10276.978375 81.497 10.2780
10277.344586 81.497 10.2495
10277.710797 81.497 10.2209
10278.077008 81.497 10.1925
10278.443219 81.497 10.1639
10278.809430 81.497 10.1355
10279.175641 81.497 10.1069
10279.541852 81.497 10.0785
10279.908063 81.497 10.0499
10280.274274 81.497 10.0215
10280.640485 81.497 9.9929
10281.006696 81.497 9.9645
10281.372907 81.497 9.9360
10281.739118 81.497 9.9076
10282.105329 81.497 9.8790
10282.471540 81.497 9.8506
10282.837751 81.497 9.8221
10283.203962 81.497 9.7937
10283.570173 81.497 9.7653
10283.936384 81.497 9.7368
10284.302595 81.497 9.7084
10284.668806 81.497 9.6799
10285.035017 81.497 9.6515
10285.401228 81.496 9.6230
10285.767439 81.496 9.5946
10286.133650 81.496 9.5663
10286.499861 81.496 9.5378
10286.866071 81.496 9.5094
10287.232282 81.496 9.4810
10287.598493 81.496 9.4526
10287.964704 81.496 9.4242
10288.330915 81.496 9.3959
10288.697126 81.496 9.3674
10289.063337 81.496 9.3391
10289.429548 81.496 9.3107
10289.795759 81.496 9.2823
10290.161970 81.496 9.2539
10290.528181 81.496 9.2256
10290.894392 81.496 9.1973
10291.260603 81.496 9.1688
10291.626814 81.496 9.1405
10291.993025 81.496 9.1122
10292.359236 81.496 9.0839
10292.725447 81.496 9.0555
10293.091658 81.496 9.0271
10293.457869 81.495 8.9988
10293.824080 81.495 8.9705
10294.190291 81.495 8.9421
10294.556502 81.495 8.9138
10294.922713 81.495 8.8856
10295.288924 81.495 8.8573
10295.655135 81.495 8.8290
10296.021346 81.495 8.8007
10296.387557 81.495 8.7723
10296.753768 81.495 8.7441
10297.119979 81.495 8.7158
10297.486190 81.495 8.6875
10297.852401 81.495 8.6593
10298.218611 81.494 8.6310
10298.584822 81.494 8.6028
10298.951033 81.494 8.5745
10299.317244 81.494 8.5463
10299.683455 81.494 8.5179
10300.049666 81.494 8.4897
10300.415877 81.494 8.4615
10300.782088 81.494 8.4333
10301.148299 81.494 8.4050
10301.514510 81.494 8.3768
10301.880721 81.493 8.3486
10302.246932 81.493 8.3204
10302.613143 81.493 8.2922
10302.979354 81.493 8.2640
10303.345565 81.493 8.2358
10303.711776 81.493 8.2076
10304.077987 81.493 8.1794
10304.444198 81.493 8.1512
10304.810409 81.493 8.1230
10305.176620 81.492 8.0950
10305.542831 81.492 8.0668
10305.909042 81.492 8.0386
10306.275253 81.492 8.0105
10306.641464 81.492 7.9823
10307.007675 81.492 7.9541
10307.373886 81.492 7.9260
10307.740097 81.492 7.8978
10308.106308 81.491 7.8698
10308.472519 81.491 7.8417
10308.838730 81.491 7.8135
10309.204940 81.491 7.7854
10309.571151 81.491 7.7573
10309.937362 81.491 7.7291
10310.303573 81.491 7.7010
10310.669784 81.490 7.6730
10311.035995 81.490 7.6449
10311.402206 81.490 7.6168
10311.768417 81.490 7.5887
10312.134628 81.490 7.5607
10312.500839 81.490 7.5326
10312.867050 81.490 7.5045
10313.233261 81.489 7.4764
10313.599472 81.489 7.4485
10313.965683 81.489 7.4204
10314.331894 81.489 7.3923
10314.698105 81.489 7.3644
10315.064316 81.489 7.3363
10315.430527 81.488 7.3082
10315.796738 81.488 7.2803
10316.162949 81.488 7.2522
10316.529160 81.488 7.2242
10316.895371 81.488 7.1963
10317.261582 81.488 7.1682
10317.627793 81.487 7.1403
10317.994004 81.487 7.1123
10318.360215 81.487 7.0844
10318.726426 81.487 7.0563
10319.092637 81.487 7.0283
10319.458848 81.486 7.0004
10319.825059 81.486 6.9724
10320.191270 81.486 6.9445
10320.557480 81.486 6.9165
10320.923691 81.486 6.8885
10321.289902 81.485 6.8607
10321.656113 81.485 6.8328
10322.022324 81.485 6.8048
10322.388535 81.485 6.7769
10322.754746 81.485 6.7490
10323.120957 81.484 6.7211
10323.487168 81.484 6.6932
10323.853379 81.484 6.6653
10324.219590 81.484 6.6375
10324.585801 81.484 6.6095
10324.952012 81.483 6.5817
10325.318223 81.483 6.5538
10325.684434 81.483 6.5259
10326.050645 81.483 6.4980
10326.416856 81.483 6.4702
10326.783067 81.482 6.4424
10327.149278 81.482 6.4146
10327.515489 81.482 6.3867
10327.881700 81.482 6.3589
10328.247911 81.481 6.3311
10328.614122 81.481 6.3032
10328.980333 81.481 6.2754
10329.346544 81.481 6.2476
10329.712755 81.480 6.2197
10330.078966 81.480 6.1920
10330.445177 81.480 6.1642
10330.811388 81.480 6.1365
10331.177599 81.480 6.1086
10331.543810 81.479 6.0808
10331.910020 81.479 6.0531
10332.276231 81.479 6.0254
10332.642442 81.479 5.9976
10333.008653 81.478 5.9698
10333.374864 81.478 5.9421
10333.741075 81.478 5.9143
10334.107286 81.478 5.8866
10334.473497 81.477 5.8589
10334.839708 81.477 5.8312
10335.205919 81.477 5.8035
10335.572130 81.477 5.7758
10335.938341 81.476 5.7480
10336.304552 81.476 5.7203
10336.670763 81.476 5.6927
10337.036974 81.475 5.6650
10337.403185 81.475 5.6373
10337.769396 81.475 5.6096
10338.135607 81.475 5.5820
10338.501818 81.474 5.5543
10338.868029 81.474 5.5267
10339.234240 81.474 5.4990
10339.600451 81.474 5.4714
10339.966662 81.473 5.4438
10340.332873 81.473 5.4161
10340.699084 81.473 5.3885
10341.065295 81.472 5.3610
10341.431506 81.472 5.3334
10341.797717 81.472 5.3058
10342.163928 81.472 5.2781
10342.530139 81.471 5.2505
10342.896349 81.471 5.2230
10343.262560 81.471 5.1954
10343.628771 81.470 5.1678
10343.994982 81.470 5.1403
10344.361193 81.470 5.1127
10344.727404 81.470 5.0852
10345.093615 81.469 5.0576
10345.459826 81.469 5.0300
10345.826037 81.469 5.0026
10346.192248 81.468 4.9750
10346.558459 81.468 4.9475
10346.924670 81.468 4.9200
10347.290881 81.467 4.8925
10347.657092 81.467 4.8650
10348.023303 81.467 4.8375
10348.389514 81.466 4.8101
10348.755725 81.466 4.7825
10349.121936 81.466 4.7550
10349.488147 81.465 4.7275
10349.854358 81.465 4.7001
10350.220569 81.465 4.6726
10350.586780 81.464 4.6453
10350.952991 81.464 4.6178
10351.319202 81.464 4.5903
10351.685413 81.464 4.5629
10352.051624 81.463 4.5355
10352.417835 81.463 4.5081
10352.784046 81.463 4.4807
10353.150257 81.462 4.4532
10353.516468 81.462 4.4259
10353.882679 81.461 4.3984
10354.248889 81.461 4.3711
10354.615100 81.461 4.3438
10354.981311 81.460 4.3164
10355.347522 81.460 4.2891
10355.713733 81.460 4.2616
10356.079944 81.459 4.2343
10356.446155 81.459 4.2069
10356.812366 81.459 4.1796
10357.178577 81.458 4.1523
10357.544788 81.458 4.1250
10357.910999 81.458 4.0977
10358.277210 81.457 4.0703
10358.643421 81.457 4.0431
10359.009632 81.457 4.0157
10359.375843 81.456 3.9885
10359.742054 81.456 3.9612
10360.108265 81.455 3.9340
10360.474476 81.455 3.9066
10360.840687 81.455 3.8794
10361.206898 81.454 3.8522
10361.573109 81.454 3.8248
10361.939320 81.454 3.7976
10362.305531 81.453 3.7704
10362.671742 81.453 3.7432
10363.037953 81.452 3.7159
10363.404164 81.452 3.6887
10363.770375 81.452 3.6615
10364.136586 81.451 3.6343
10364.502797 81.451 3.6072
10364.869008 81.451 3.5800
10365.235218 81.450 3.5527
10365.601429 81.450 3.5256
10365.967640 81.449 3.4984
10366.333851 81.449 3.4713
10366.700062 81.449 3.4441
10367.066273 81.448 3.4170
10367.432484 81.448 3.3899
10367.798695 81.447 3.3627
10368.164906 81.447 3.3356
10368.531117 81.447 3.3085
10368.897328 81.446 3.2814
10369.263539 81.446 3.2543
10369.629750 81.445 3.2272
10369.995961 81.445 3.2001
10370.362172 81.445 3.1730
10370.728383 81.444 3.1459
10371.094594 81.444 3.1189
10371.460805 81.443 3.0918
10371.827016 81.443 3.0647
10372.193227 81.443 3.0377
10372.559438 81.442 3.0106
10372.925649 81.442 2.9836
10373.291860 81.441 2.9565
10373.658071 81.441 2.9296
10374.024282 81.440 2.9026
10374.390493 81.440 2.8756
10374.756704 81.440 2.8486
10375.122915 81.439 2.8215
10375.489126 81.439 2.7946
10375.855337 81.438 2.7676
10376.221548 81.438 2.7406
10376.587758 81.437 2.7137
10376.953969 81.437 2.6868
10377.320180 81.437 2.6598
10377.686391 81.436 2.6328
10378.052602 81.436 2.6060
10378.418813 81.435 2.5790
10378.785024 81.435 2.5521
10379.151235 81.434 2.5251
10379.517446 81.434 2.4983
10379.883657 81.433 2.4714
10380.249868 81.433 2.4445
10380.616079 81.433 2.4176
10380.982290 81.432 2.3907
10381.348501 81.432 2.3639
10381.714712 81.431 2.3370
10382.080923 81.431 2.3102
10382.447134 81.430 2.2833
10382.813345 81.430 2.2565
10383.179556 81.429 2.2295
10383.545767 81.429 2.2028
10383.911978 81.428 2.1759
10384.278189 81.428 2.1490
10384.644400 81.427 2.1223
10385.010611 81.427 2.0955
10385.376822 81.427 2.0687
10385.743033 81.426 2.0419
10386.109244 81.426 2.0151
10386.475455 81.425 1.9884
10386.841666 81.425 1.9617
10387.207877 81.424 1.9349
10387.574088 81.424 1.9082
10387.940298 81.423 1.8815
10388.306509 81.423 1.8547
10388.672720 81.422 1.8280
10389.038931 81.422 1.8013
10389.405142 81.421 1.7745
10389.771353 81.421 1.7478
10390.137564 81.420 1.7212
10390.503775 81.420 1.6945
10390.869986 81.419 1.6678
10391.236197 81.419 1.6411
10391.602408 81.418 1.6145
10391.968619 81.418 1.5879
10392.334830 81.417 1.5612
10392.701041 81.417 1.5345
10393.067252 81.416 1.5079
10393.433463 81.416 1.4813
10393.799674 81.415 1.4547
10394.165885 81.415 1.4281
10394.532096 81.414 1.4015
10394.898307 81.414 1.3750
10395.264518 81.413 1.3484
10395.630729 81.413 1.3219
10395.996940 81.412 1.2953
10396.363151 81.412 1.2687
10396.729362 81.411 1.2422
10397.095573 81.411 1.2156
10397.461784 81.410 1.1891
10397.827995 81.410 1.1626
10398.194206 81.409 1.1361
10398.560417 81.409 1.1095
10398.926627 81.408 1.0830
10399.292838 81.408 1.0565
10399.659049 81.407 1.0300
10400.025260 81.407 1.0035
10400.391471 81.406 0.9771
10400.757682 81.406 0.9506
10401.123893 81.405 0.9242
10401.490104 81.404 0.8977
10401.856315 81.404 0.8712
10402.222526 81.403 0.8448
10402.588737 81.403 0.8184
10402.954948 81.402 0.7920
10403.321159 81.402 0.7655
10403.687370 81.401 0.7391
10404.053581 81.401 0.7128
10404.419792 81.400 0.6864
10404.786003 81.400 0.6600
10405.152214 81.399 0.6337
10405.518425 81.399 0.6073
10405.884636 81.398 0.5809
10406.250847 81.397 0.5546
10406.617058 81.397 0.5282
10406.983269 81.396 0.5018
10407.349480 81.396 0.4756
10407.715691 81.395 0.4492
10408.081902 81.395 0.4229
10408.448113 81.394 0.3966
10408.814324 81.394 0.3702
10409.180535 81.393 0.3440
10409.546746 81.392 0.3177
10409.912957 81.392 0.2915
10410.279167 81.391 0.2651
10410.645378 81.391 0.2389
10411.011589 81.390 0.2126
10411.377800 81.390 0.1864
10411.744011 81.389 0.1603
10412.110222 81.388 0.1340
10412.476433 81.388 0.1078
10412.842644 81.387 0.0815
10413.208855 81.387 0.0554
10413.575066 81.386 0.0292
10413.941277 81.386 0.0031
10414.307488 81.385 -0.0232
10414.673699 81.384 -0.0493
10415.039910 81.384 -0.0756
10415.406121 81.383 -0.1017
10415.772332 81.383 -0.1278
10416.138543 81.382 -0.1539
10416.504754 81.381 -0.1801
10416.870965 81.381 -0.2062
10417.237176 81.380 -0.2323
10417.603387 81.380 -0.2584
10417.969598 81.379 -0.2845
10418.335809 81.379 -0.3105
10418.702020 81.378 -0.3367
10419.068231 81.377 -0.3628
10419.434442 81.377 -0.3888
10419.800653 81.376 -0.4148
10420.166864 81.376 -0.4409
10420.533075 81.375 -0.4669
10420.899286 81.374 -0.4929
10421.265496 81.374 -0.5190
10421.631707 81.373 -0.5450
10421.997918 81.373 -0.5710
10422.364129 81.372 -0.5970
10422.730340 81.371 -0.6230
10423.096551 81.371 -0.6489
10423.462762 81.370 -0.6749
10423.828973 81.369 -0.7009
10424.195184 81.369 -0.7269
10424.561395 81.368 -0.7528
10424.927606 81.368 -0.7788
10425.293817 81.367 -0.8047
10425.660028 81.366 -0.8306
10426.026239 81.366 -0.8566
10426.392450 81.365 -0.8824
10426.758661 81.364 -0.9083
10427.124872 81.364 -0.9342
10427.491083 81.363 -0.9601
10427.857294 81.363 -0.9860
10428.223505 81.362 -1.0118
10428.589716 81.361 -1.0377
10428.955927 81.361 -1.0636
10429.322138 81.360 -1.0894
10429.688349 81.359 -1.1152
10430.054560 81.359 -1.1411
10430.420771 81.358 -1.1669
10430.786982 81.358 -1.1927
10431.153193 81.357 -1.2185
10431.519404 81.356 -1.2443
10431.885615 81.356 -1.2700
10432.251826 81.355 -1.2959
10432.618036 81.354 -1.3217
10432.984247 81.354 -1.3474
10433.350458 81.353 -1.3732
10433.716669 81.352 -1.3989
10434.082880 81.352 -1.4246
10434.449091 81.351 -1.4503
10434.815302 81.350 -1.4761
10435.181513 81.350 -1.5017
10435.547724 81.349 -1.5275
10435.913935 81.348 -1.5531
10436.280146 81.348 -1.5789
10436.646357 81.347 -1.6045
10437.012568 81.346 -1.6301
10437.378779 81.346 -1.6559
10437.744990 81.345 -1.6815
10438.111201 81.344 -1.7072
10438.477412 81.344 -1.7328
10438.843623 81.343 -1.7584
10439.209834 81.342 -1.7839
10439.576045 81.342 -1.8096
10439.942256 81.341 -1.8352
10440.308467 81.340 -1.8608
10440.674678 81.340 -1.8864
10441.040889 81.339 -1.9120
10441.407100 81.338 -1.9375
10441.773311 81.338 -1.9630
10442.139522 81.337 -1.9886
10442.505733 81.336 -2.0142
10442.871944 81.336 -2.0397
10443.238155 81.335 -2.0652
10443.604365 81.334 -2.0907
10443.970576 81.334 -2.1162
10444.336787 81.333 -2.1417
10444.702998 81.332 -2.1672
10445.069209 81.332 -2.1926
10445.435420 81.331 -2.2181
10445.801631 81.330 -2.2437
10446.167842 81.330 -2.2690
10446.534053 81.329 -2.2946
10446.900264 81.328 -2.3199
10447.266475 81.327 -2.3453
10447.632686 81.327 -2.3708
10447.998897 81.326 -2.3962
10448.365108 81.325 -2.4216
10448.731319 81.325 -2.4470
10449.097530 81.324 -2.4724
10449.463741 81.323 -2.4978
10449.829952 81.323 -2.5232
10450.196163 81.322 -2.5485
10450.562374 81.321 -2.5739
10450.928585 81.320 -2.5992
10451.294796 81.320 -2.6245
10451.661007 81.319 -2.6499
10452.027218 81.318 -2.6752
10452.393429 81.318 -2.7004
10452.759640 81.317 -2.7258
10453.125851 81.316 -2.7511
10453.492062 81.315 -2.7764
10453.858273 81.315 -2.8016
10454.224484 81.314 -2.8269
10454.590695 81.313 -2.8522
10454.956905 81.313 -2.8774
10455.323116 81.312 -2.9026
10455.689327 81.311 -2.9279
10456.055538 81.310 -2.9531
10456.421749 81.310 -2.9783
10456.787960 81.309 -3.0035
10457.154171 81.308 -3.0287
10457.520382 81.308 -3.0538
10457.886593 81.307 -3.0791
10458.252804 81.306 -3.1042
10458.619015 81.305 -3.1294
10458.985226 81.305 -3.1545
10459.351437 81.304 -3.1797
10459.717648 81.303 -3.2048
10460.083859 81.302 -3.2300
10460.450070 81.302 -3.2550
10460.816281 81.301 -3.2802
10461.182492 81.300 -3.3053
10461.548703 81.299 -3.3303
10461.914914 81.299 -3.3555
10462.281125 81.298 -3.3805
10462.647336 81.297 -3.4055
10463.013547 81.296 -3.4307
10463.379758 81.296 -3.4557
10463.745969 81.295 -3.4807
10464.112180 81.294 -3.5057
10464.478391 81.294 -3.5308
10464.844602 81.293 -3.5558
10465.210813 81.292 -3.5808
10465.577024 81.291 -3.6057
10465.943235 81.290 -3.6307
10466.309445 81.290 -3.6558
10466.675656 81.289 -3.6807
10467.041867 81.288 -3.7057
10467.408078 81.287 -3.7306
10467.774289 81.287 -3.7555
10468.140500 81.286 -3.7804
10468.506711 81.285 -3.8054
10468.872922 81.284 -3.8303
10469.239133 81.284 -3.8552
10469.605344 81.283 -3.8801
10469.971555 81.282 -3.9049
10470.337766 81.281 -3.9298
10470.703977 81.281 -3.9547
10471.070188 81.280 -3.9796
10471.436399 81.279 -4.0044
10471.802610 81.278 -4.0293
10472.168821 81.277 -4.0541
10472.535032 81.277 -4.0790
10472.901243 81.276 -4.1038
10473.267454 81.275 -4.1285
10473.633665 81.274 -4.1533
10473.999876 81.274 -4.1781
10474.366087 81.273 -4.2029
10474.732298 81.272 -4.2277
10475.098509 81.271 -4.2524
10475.464720 81.270 -4.2772
10475.830931 81.270 -4.3019
10476.197142 81.269 -4.3267
10476.563353 81.268 -4.3514
10476.929564 81.267 -4.3761
10477.295774 81.267 -4.4009
10477.661985 81.266 -4.4255
10478.028196 81.265 -4.4502
10478.394407 81.264 -4.4749
10478.760618 81.263 -4.4995
10479.126829 81.263 -4.5242
10479.493040 81.262 -4.5488
10479.859251 81.261 -4.5735
10480.225462 81.260 -4.5981
10480.591673 81.259 -4.6228
10480.957884 81.259 -4.6475
10481.324095 81.258 -4.6720
10481.690306 81.257 -4.6967
10482.056517 81.256 -4.7212
10482.422728 81.255 -4.7457
10482.788939 81.255 -4.7704
10483.155150 81.254 -4.7949
10483.521361 81.253 -4.8195
10483.887572 81.252 -4.8440
10484.253783 81.251 -4.8685
10484.619994 81.251 -4.8931
10484.986205 81.250 -4.9176
10485.352416 81.249 -4.9421
10485.718627 81.248 -4.9666
10486.084838 81.247 -4.9911
10486.451049 81.246 -5.0156
10486.817260 81.246 -5.0400
10487.183471 81.245 -5.0646
10487.549682 81.244 -5.0890
10487.915893 81.243 -5.1134
10488.282104 81.242 -5.1378
10488.648314 81.242 -5.1622
10489.014525 81.241 -5.1866
10489.380736 81.240 -5.2111
10489.746947 81.239 -5.2355
10490.113158 81.238 -5.2599
10490.479369 81.237 -5.2843
10490.845580 81.237 -5.3087
10491.211791 81.236 -5.3330
10491.578002 81.235 -5.3574
10491.944213 81.234 -5.3817
10492.310424 81.233 -5.4060
10492.676635 81.232 -5.4304
10493.042846 81.232 -5.4547
10493.409057 81.231 -5.4790
10493.775268 81.230 -5.5033
10494.141479 81.229 -5.5276
10494.507690 81.228 -5.5519
10494.873901 81.227 -5.5762
10495.240112 81.227 -5.6005
10495.606323 81.226 -5.6246
10495.972534 81.225 -5.6489
10496.338745 81.224 -5.6732
10496.704956 81.223 -5.6974
10497.071167 81.222 -5.7216
10497.437378 81.222 -5.7458
10497.803589 81.221 -5.7700
10498.169800 81.220 -5.7942
10498.536011 81.219 -5.8184
10498.902222 81.218 -5.8425
10499.268433 81.217 -5.8667
10499.634643 81.216 -5.8909
10500.000854 81.216 -5.9150
10500.367065 81.215 -5.9391
10500.733276 81.214 -5.9633
10501.099487 81.213 -5.9874
10501.465698 81.212 -6.0115
10501.831909 81.211 -6.0356
10502.198120 81.210 -6.0597
10502.564331 81.210 -6.0837
10502.930542 81.209 -6.1078
10503.296753 81.208 -6.1318
10503.662964 81.207 -6.1559
10504.029175 81.206 -6.1799
10504.395386 81.205 -6.2040
10504.761597 81.204 -6.2280
10505.127808 81.204 -6.2521
10505.494019 81.203 -6.2760
10505.860230 81.202 -6.3000
10506.226441 81.201 -6.3241
10506.592652 81.200 -6.3480
10506.958863 81.199 -6.3719
10507.325074 81.198 -6.3960
10507.691285 81.197 -6.4199
10508.057496 81.197 -6.4438
10508.423707 81.196 -6.4678
10508.789918 81.195 -6.4917
10509.156129 81.194 -6.5156
10509.522340 81.193 -6.5396
10509.888551 81.192 -6.5634
10510.254762 81.191 -6.5873
10510.620973 81.190 -6.6112
10510.987183 81.190 -6.6350
10511.353394 81.189 -6.6589
10511.719605 81.188 -6.6827
10512.085816 81.187 -6.7065
10512.452027 81.186 -6.7303
10512.818238 81.185 -6.7543
10513.184449 81.184 -6.7781
10513.550660 81.183 -6.8019
10513.916871 81.182 -6.8257
10514.283082 81.182 -6.8494
10514.649293 81.181 -6.8732
10515.015504 81.180 -6.8970
10515.381715 81.179 -6.9207
10515.747926 81.178 -6.9445
10516.114137 81.177 -6.9681
10516.480348 81.176 -6.9919
10516.846559 81.175 -7.0156
10517.212770 81.174 -7.0393
10517.578981 81.173 -7.0630
10517.945192 81.173 -7.0867
10518.311403 81.172 -7.1104
10518.677614 81.171 -7.1340
10519.043825 81.170 -7.1577
10519.410036 81.169 -7.1814
10519.776247 81.168 -7.2051
10520.142458 81.167 -7.2286
10520.508669 81.166 -7.2523
10520.874880 81.165 -7.2759
10521.241091 81.164 -7.2996
10521.607302 81.164 -7.3231
10521.973513 81.163 -7.3467
10522.339723 81.162 -7.3702
10522.705934 81.161 -7.3938
10523.072145 81.160 -7.4174
10523.438356 81.159 -7.4409
10523.804567 81.158 -7.4645
10524.170778 81.157 -7.4880
10524.536989 81.156 -7.5116
10524.903200 81.155 -7.5350
10525.269411 81.154 -7.5586
10525.635622 81.153 -7.5820
10526.001833 81.153 -7.6055
10526.368044 81.152 -7.6290
10526.734255 81.151 -7.6525
10527.100466 81.150 -7.6759
10527.466677 81.149 -7.6993
10527.832888 81.148 -7.7228
10528.199099 81.147 -7.7462
10528.565310 81.146 -7.7697
10528.931521 81.145 -7.7931
10529.297732 81.144 -7.8164
10529.663943 81.143 -7.8398
10530.030154 81.142 -7.8633
10530.396365 81.141 -7.8866
10530.762576 81.140 -7.9099
10531.128787 81.140 -7.9333
10531.494998 81.139 -7.9567
10531.861209 81.138 -7.9800
10532.227420 81.137 -8.0033
10532.593631 81.136 -8.0266
10532.959842 81.135 -8.0499
10533.326052 81.134 -8.0732
10533.692263 81.133 -8.0966
10534.058474 81.132 -8.1198
10534.424685 81.131 -8.1431
10534.790896 81.130 -8.1663
10535.157107 81.129 -8.1896
10535.523318 81.128 -8.2128
10535.889529 81.127 -8.2360
10536.255740 81.126 -8.2593
10536.621951 81.125 -8.2825
10536.988162 81.124 -8.3057
10537.354373 81.124 -8.3289
10537.720584 81.123 -8.3521
10538.086795 81.122 -8.3752
10538.453006 81.121 -8.3983
10538.819217 81.120 -8.4215
10539.185428 81.119 -8.4447
10539.551639 81.118 -8.4678
10539.917850 81.117 -8.4910
10540.284061 81.116 -8.5140
10540.650272 81.115 -8.5371
10541.016483 81.114 -8.5602
10541.382694 81.113 -8.5834
10541.748905 81.112 -8.6064
10542.115116 81.111 -8.6295
10542.481327 81.110 -8.6525
10542.847538 81.109 -8.6755
10543.213749 81.108 -8.6986
10543.579960 81.107 -8.7217
10543.946171 81.106 -8.7446
10544.312382 81.105 -8.7677
10544.678592 81.104 -8.7906
10545.044803 81.103 -8.8137
10545.411014 81.102 -8.8367
10545.777225 81.102 -8.8596
10546.143436 81.101 -8.8826
10546.509647 81.100 -8.9055
10546.875858 81.099 -8.9285
10547.242069 81.098 -8.9514
10547.608280 81.097 -8.9744
10547.974491 81.096 -8.9973
10548.340702 81.095 -9.0201
10548.706913 81.094 -9.0431
10549.073124 81.093 -9.0659
10549.439335 81.092 -9.0889
10549.805546 81.091 -9.1117
10550.171757 81.090 -9.1345
10550.537968 81.089 -9.1575
10550.904179 81.088 -9.1803
10551.270390 81.087 -9.2031
10551.636601 81.086 -9.2260
10552.002812 81.085 -9.2488
10552.369023 81.084 -9.2715
10552.735234 81.083 -9.2943
10553.101445 81.082 -9.3171
10553.467656 81.081 -9.3398
10553.833867 81.080 -9.3627
10554.200078 81.079 -9.3854
10554.566289 81.078 -9.4081
10554.932500 81.077 -9.4309
10555.298711 81.076 -9.4536
10555.664921 81.075 -9.4763
10556.031132 81.074 -9.4990
10556.397343 81.073 -9.5217
10556.763554 81.072 -9.5444
10557.129765 81.071 -9.5671
10557.495976 81.070 -9.5897
10557.862187 81.069 -9.6124
10558.228398 81.068 -9.6350
10558.594609 81.067 -9.6577
10558.960820 81.066 -9.6803
10559.327031 81.065 -9.7030
10559.693242 81.064 -9.7256
10560.059453 81.063 -9.7482
10560.425664 81.062 -9.7708
10560.791875 81.061 -9.7933
10561.158086 81.060 -9.8159
10561.524297 81.059 -9.8385
10561.890508 81.058 -9.8611
10562.256719 81.057 -9.8835
10562.622930 81.056 -9.9061
10562.989141 81.055 -9.9287
10563.355352 81.054 -9.9512
10563.721563 81.053 -9.9736
10564.087774 81.052 -9.9962
10564.453985 81.051 -10.0187
10564.820196 81.050 -10.0411
10565.186407 81.049 -10.0636
10565.552618 81.048 -10.0861
10565.918829 81.047 -10.1085
10566.285040 81.046 -10.1310
